# Profils DoG le long des V2 extremes
# V2 #1 : centre x=365.98, mediane=1.037, MAD=2.407, seuil=145.667
# Positions predites (33) : 363.3,751.8,1140.3,1528.8,1917.3,2305.8,2694.3,3082.8,3471.3,3859.8,4248.3,4636.8,5025.3,5413.8,5802.3,6190.8,6579.3,6967.8,7356.3,7744.8,8133.3,8521.8,8910.3,9298.8,9687.3,10075.8,10464.3,10852.8,11241.3,11629.8,12018.3,12406.8,12795.3,13183.8,13572.3
# V2 #2 : centre x=781.08, mediane=1.002, MAD=2.584, seuil=151.167
# Positions predites (33) : 363.8,752.3,1140.7,1529.2,1917.7,2306.2,2694.7,3083.1,3471.6,3860.1,4248.6,4637.1,5025.5,5414.0,5802.5,6191.0,6579.5,6967.9,7356.4,7744.9,8133.4,8521.9,8910.3,9298.8,9687.3,10075.8,10464.3,10852.7,11241.2,11629.7,12018.2,12406.7,12795.1,13183.6,13572.1
# V2 #3 : centre x=1195.01, mediane=1.035, MAD=2.750, seuil=142.833
# Positions predites (33) : 365.2,753.7,1142.1,1530.6,1919.0,2307.5,2695.9,3084.4,3472.8,3861.3,4249.7,4638.2,5026.6,5415.1,5803.6,6192.0,6580.5,6968.9,7357.4,7745.8,8134.3,8522.7,8911.2,9299.6,9688.1,10076.5,10465.0,10853.4,11241.9,11630.3,12018.8,12407.3,12795.7,13184.2,13572.6
# V2 #22 : centre x=9049.26, mediane=0.875, MAD=3.618, seuil=112.333
# Positions predites (33) : 347.0,737.8,1128.7,1519.6,1910.4,2301.3,2692.2,3083.0,3473.9,3864.8,4255.6,4646.5,5037.4,5428.2,5819.1,6210.0,6600.8,6991.7,7382.6,7773.4,8164.3,8555.2,8946.0,9336.9,9727.8,10118.6,10509.5,10900.4,11291.2,11682.1,12073.0,12463.8,12854.7,13245.6,13636.4
# V2 #23 : centre x=9455.52, mediane=0.901, MAD=3.908, seuil=144.333
# Positions predites (33) : 661.0,1046.6,1432.2,1817.9,2203.5,2589.1,2974.7,3360.4,3746.0,4131.6,4517.2,4902.8,5288.5,5674.1,6059.7,6445.3,6830.9,7216.6,7602.2,7987.8,8373.4,8759.1,9144.7,9530.3,9915.9,10301.5,10687.2,11072.8,11458.4,11844.0,12229.6,12615.3,13000.9,13386.5,13772.1
# y,v1,v2,v3,v22,v23
7492,-6.20,2.68,2.54,5.33,-7.94
7496,3.37,2.14,-2.83,-10.23,-1.76
7500,2.86,2.38,3.16,-13.03,-1.25
7504,-2.11,3.48,-1.43,5.05,5.42
7508,2.02,2.30,-4.24,5.74,0.17
7512,3.09,4.81,2.68,4.53,0.03
7516,2.74,-8.46,-2.91,0.96,-0.33
7520,-2.89,-0.20,1.13,-0.53,3.53
7524,-0.68,-2.12,1.06,0.77,-0.10
7528,1.47,0.83,-1.50,0.20,4.11
7532,0.24,3.84,5.06,6.76,5.34
7536,6.39,4.07,3.29,-9.39,-5.22
7540,-0.94,-4.31,-0.81,-4.76,-2.13
7544,-3.79,-3.79,-1.32,1.61,-9.17
7548,-0.54,-2.19,5.12,-3.76,-2.24
7552,-12.93,-0.78,-2.12,1.75,3.55
7556,-0.27,-4.38,-0.80,6.58,-3.99
7560,2.25,-0.30,0.83,2.82,1.37
7564,2.60,-2.98,-2.61,-2.94,2.70
7568,3.77,4.21,-5.09,0.68,-1.77
7572,5.92,-0.29,0.68,-3.54,-4.05
7576,-4.24,-0.57,1.86,1.03,4.39
7580,-3.51,-2.25,-0.64,2.40,-2.13
7584,1.21,-6.66,2.86,1.55,0.65
7588,-3.32,4.94,4.13,2.11,-3.27
7592,0.68,0.92,1.65,4.88,3.26
7596,4.83,5.10,-4.67,-2.62,0.14
7600,-2.59,-6.42,6.43,-11.34,0.67
7604,1.07,-2.75,-10.50,-3.83,-0.65
7608,-0.07,1.47,1.43,7.05,4.25
7612,3.30,-6.47,-6.10,6.33,4.23
7616,-12.49,0.35,-6.23,-6.78,-8.30
7620,1.87,-1.45,-0.41,1.74,2.39
7624,6.92,1.65,2.49,3.66,-4.55
7628,2.83,3.49,-2.06,4.69,0.58
7632,1.60,4.05,4.83,-0.66,-1.62
7636,2.29,6.86,-2.73,5.18,1.16
7640,-7.94,-21.41,-1.53,-6.08,0.73
7644,4.33,7.93,3.24,7.21,5.65
7648,-0.03,1.55,5.70,4.87,3.04
7652,0.37,-2.11,-0.76,-14.15,1.82
7656,-5.18,0.30,1.30,-1.90,-12.77
7660,-7.26,-5.95,2.49,1.51,-1.45
7664,1.81,-3.29,-0.90,3.77,5.18
7668,1.36,-0.24,-4.24,0.34,0.24
7672,-1.50,-6.68,2.73,-4.75,2.05
7676,-2.37,3.71,-0.21,2.09,-4.68
7680,2.36,3.22,-1.49,-4.11,-0.95
7684,0.83,-1.14,-2.11,3.93,-0.89
7688,-4.73,-0.48,0.78,-5.59,-5.93
7692,4.08,3.17,2.30,5.34,4.79
7696,2.22,4.94,10.48,2.52,8.16
7700,3.80,-4.83,8.14,-2.76,-6.39
7704,5.85,1.70,4.83,6.29,5.66
7708,7.56,6.16,-5.66,11.03,-4.62
7712,8.11,5.70,11.38,6.15,13.42
7716,18.80,14.23,13.59,11.82,22.33
7720,23.26,18.18,24.30,12.46,35.18
7724,29.35,27.79,32.32,14.80,50.60
7728,28.05,30.57,32.22,32.20,59.59
7732,-73.65,-65.06,-64.96,8.99,-45.81
7736,-146.05,-149.21,-135.32,-102.58,-131.49
7740,-6.61,1.31,-35.83,-91.86,-134.91
7744,38.69,28.97,31.51,-2.77,-87.73
7748,29.62,26.00,37.03,30.00,63.42
7752,25.74,20.82,22.27,27.13,53.63
7756,5.40,12.32,11.21,9.48,33.76
7760,-32.21,8.28,8.22,11.85,28.43
7764,8.39,1.68,6.31,8.29,16.22
7768,6.93,3.58,4.60,7.24,5.93
7772,3.93,4.62,2.90,4.63,6.32
7776,3.83,-1.80,-4.51,3.72,5.04
7780,0.64,0.49,-1.52,4.27,-12.84
7784,2.04,-2.01,3.86,-3.58,3.95
7788,3.95,-0.35,-0.96,-4.74,2.11
7792,2.60,-3.55,1.35,-9.71,-10.03
7796,1.87,5.28,-5.77,6.20,1.45
7800,-14.16,0.86,-0.78,-0.11,6.40
7804,4.25,3.33,-2.36,5.19,2.97
7808,-0.36,-2.33,-5.59,-3.98,1.33
7812,3.00,4.08,6.19,-3.00,3.69
7816,-0.02,1.09,-3.50,-2.30,-12.86
7820,-1.68,-0.86,3.45,-0.25,0.46
7824,0.62,-4.64,1.51,2.13,-7.56
7828,4.15,2.14,-5.64,0.08,3.09
7832,1.38,2.02,4.13,-3.00,10.72
7836,-3.08,-3.43,-1.18,-0.62,-4.43
7840,-0.69,6.24,-0.58,3.01,-2.46
7844,-0.68,-5.16,4.21,7.86,-0.91
7848,-2.56,3.38,-2.71,5.93,2.12
7852,-1.19,2.69,-2.89,0.26,-1.62
7856,-2.16,-7.76,-2.73,-4.86,-11.38
7860,-0.94,-0.37,2.56,-2.78,1.80
7864,0.95,-1.37,3.71,-1.53,-0.21
7868,1.96,-1.81,-3.25,-24.21,-3.61
7872,-2.31,-2.30,-0.59,6.86,2.66
7876,0.05,-4.47,4.19,-2.68,3.20
7880,2.96,1.10,1.31,4.17,-0.65
7884,-1.81,4.09,0.67,3.87,-1.99
7888,-1.31,3.10,-4.53,-3.47,8.41
7892,4.01,2.24,1.26,1.75,2.47
7896,-1.26,3.55,3.36,2.92,-5.97
7900,-2.87,2.61,-4.26,3.36,-4.28
7904,-2.53,-1.34,1.89,-2.66,-2.92
7908,0.40,2.51,2.09,-1.59,-9.02
7912,1.22,-5.14,-1.07,1.94,1.01
7916,2.63,-0.39,-8.90,-3.59,5.17
7920,0.09,-1.49,1.07,0.66,3.55
7924,3.70,0.57,1.37,3.41,2.65
7928,-6.37,-7.85,-4.90,1.06,-5.28
7932,1.86,3.93,2.23,0.10,-0.73
7936,0.03,3.05,-2.61,-0.99,7.06
7940,-1.67,0.82,8.08,-10.65,-0.21
7944,3.37,2.22,3.01,1.97,0.87
7948,2.03,-2.66,2.98,-6.53,-2.11
7952,-2.28,1.94,-3.33,1.15,-5.91
7956,-0.12,3.30,-2.24,6.09,-5.00
7960,-1.65,2.51,2.00,5.51,7.76
7964,2.50,1.79,-5.77,-1.79,3.95
7968,-0.52,-9.44,-1.81,-2.45,-5.27
7972,-0.41,3.43,6.95,3.83,3.72
7976,1.47,-2.65,-1.98,0.10,0.68
7980,-0.84,-8.13,-13.87,1.70,0.90
7984,-3.74,2.14,7.29,-1.10,3.74
7988,3.39,-0.53,2.31,7.29,-7.80
7992,1.27,-8.98,0.02,3.07,-2.09
7996,3.67,10.67,1.15,-6.15,5.14
8000,-21.32,3.41,3.81,-0.71,4.57
8004,2.13,-4.41,1.93,-11.07,2.07
8008,1.93,-12.18,1.34,2.53,2.82
8012,-0.37,-0.70,-3.70,-3.78,-3.21
8016,-3.09,1.83,2.02,-1.27,0.76
8020,3.34,3.39,-8.77,5.89,-0.57
8024,3.97,5.44,5.19,-1.55,-7.57
8028,2.88,0.69,-2.07,-8.91,0.60
8032,-2.55,3.31,5.22,-0.40,-1.14
8036,2.31,4.40,6.01,7.96,0.75
8040,-0.86,0.76,4.99,0.02,3.96
8044,-0.20,1.17,4.11,2.05,1.66
8048,-1.61,-3.50,-6.64,2.28,-1.48
8052,0.72,-0.56,-3.00,-3.64,2.35
8056,2.50,-2.69,-2.71,-0.24,2.04
8060,-1.41,1.67,-25.94,-0.72,-1.47
8064,-0.17,-4.06,2.44,3.47,-8.35
8068,0.05,-0.72,7.78,-0.05,4.93
8072,0.38,1.08,-0.26,4.89,-6.02
8076,1.06,-0.73,0.04,6.23,1.34
8080,-1.25,3.03,-0.85,-25.44,-1.26
8084,2.90,3.90,9.54,4.00,1.58
8088,6.19,1.15,0.73,0.44,0.23
8092,4.51,-4.20,-7.68,-0.16,6.78
8096,4.05,1.44,7.02,9.62,2.26
8100,-4.55,0.81,-0.78,3.22,6.84
8104,12.69,7.38,13.98,9.05,8.87
8108,13.85,7.29,16.25,2.33,11.29
8112,23.14,22.00,18.59,9.94,30.81
8116,26.58,24.84,30.49,15.41,42.32
8120,-6.70,13.33,23.12,-39.06,53.73
8124,-86.48,-94.65,-104.00,20.03,19.93
8128,-61.17,-71.02,-103.67,-50.44,-117.52
8132,8.62,9.26,-13.87,-28.69,-135.28
8136,-3.11,22.15,27.62,13.59,-100.52
8140,21.77,24.95,29.63,13.02,43.45
8144,18.74,16.22,22.40,5.51,42.14
8148,8.82,11.21,10.45,8.85,44.61
8152,10.59,-0.32,10.29,5.08,28.59
8156,-3.34,-5.24,2.95,2.47,9.97
8160,6.78,2.64,1.76,7.96,6.09
8164,0.76,2.49,-7.63,10.41,6.28
8168,-2.49,4.01,-0.28,-18.26,8.49
8172,1.84,1.95,2.37,9.42,5.01
8176,2.10,-0.77,3.33,1.60,3.99
8180,1.32,4.36,-2.81,-8.52,-10.07
8184,-7.63,5.79,-3.59,-1.14,-17.26
8188,-2.89,-17.85,5.22,5.61,3.85
8192,-4.38,-5.04,4.11,7.84,9.04
8196,6.35,9.06,4.61,-14.81,5.37
8200,2.92,6.84,1.98,2.93,0.52
8204,3.68,5.08,-6.44,13.69,-4.90
8208,0.85,-6.68,0.28,-12.75,-0.92
8212,-0.06,4.71,-3.81,-12.96,5.30
8216,2.92,5.53,-4.60,-5.47,-9.35
8220,-16.95,2.17,0.14,3.03,-4.19
8224,-1.07,0.26,-1.38,1.01,-2.89
8228,0.91,-3.86,-2.04,1.39,4.99
8232,2.72,0.02,3.44,-0.88,-6.98
8236,-1.36,-0.07,3.61,2.70,3.35
8240,-9.93,1.78,1.89,-0.72,7.29
8244,2.36,-0.79,0.97,-3.47,0.55
8248,3.73,4.20,-2.49,5.89,5.33
8252,1.66,-2.10,-1.31,8.57,-0.92
8256,-4.52,4.11,3.28,-8.18,4.56
8260,0.27,0.48,-2.02,1.32,-4.70
8264,-1.25,2.23,1.27,3.65,-0.99
8268,-2.60,-18.77,0.32,3.56,2.49
8272,-0.74,-1.29,-1.18,-2.75,5.77
8276,-0.40,-1.12,0.10,4.18,2.88
8280,1.26,3.26,-2.54,-29.54,-1.20
8284,1.87,3.00,1.53,-2.66,-2.56
8288,1.35,-0.46,2.65,7.02,-8.61
8292,-0.75,3.14,1.85,5.76,-4.80
8296,1.56,2.29,1.29,6.43,-10.20
8300,-1.15,1.66,-4.02,0.95,-1.46
8304,-0.48,0.94,2.82,2.54,5.15
8308,-2.80,-2.20,-2.14,-5.32,7.73
8312,1.95,4.87,-4.21,0.82,2.72
8316,6.28,-4.30,-1.13,-1.23,-0.25
8320,-9.20,-0.64,1.07,1.42,3.41
8324,0.81,-3.78,0.16,1.27,-1.05
8328,2.29,-5.78,-1.32,4.58,-5.65
8332,1.14,4.48,2.69,0.39,-4.13
8336,8.94,5.83,3.59,1.72,0.12
8340,-2.50,0.98,3.53,2.62,5.75
8344,-1.58,0.27,-4.64,4.50,4.83
8348,-10.85,-3.79,2.59,-6.35,-4.55
8352,8.79,-10.75,-19.54,-1.12,0.30
8356,4.00,6.86,-1.81,-0.54,1.65
8360,-7.28,7.95,-0.10,6.44,-0.32
8364,4.13,-0.60,0.80,-3.63,-1.90
8368,-3.37,-1.96,1.04,-5.28,1.56
8372,0.02,2.50,4.67,-0.15,-1.97
8376,-11.11,2.91,-2.50,4.16,-4.14
8380,4.70,3.62,-3.60,-2.71,-1.66
8384,3.40,6.05,-4.02,0.81,3.41
8388,5.75,-2.28,0.58,7.78,6.61
8392,1.49,1.76,-3.08,8.15,-3.12
8396,1.63,-8.44,-1.00,-4.28,-1.35
8400,0.74,-2.92,-1.03,-3.55,4.79
8404,-13.08,1.54,-0.17,-1.56,-12.42
8408,-2.54,-4.21,3.84,-1.05,-10.44
8412,2.96,-3.93,-7.08,0.00,5.51
8416,-1.48,1.11,-1.73,4.83,6.01
8420,1.45,-3.62,5.41,-4.33,-3.26
8424,4.84,3.09,-2.90,6.28,-3.36
8428,2.95,0.44,1.84,-10.82,1.20
8432,-6.96,2.35,2.91,6.51,0.36
8436,0.56,-0.97,1.29,6.38,3.75
8440,1.50,-1.65,3.34,-1.63,1.03
8444,3.61,-0.39,-1.10,-2.79,1.86
8448,1.23,-1.00,4.63,6.67,-2.46
8452,8.55,2.19,0.16,0.11,-4.43
8456,-19.16,0.40,-11.77,-7.10,-0.21
8460,2.09,-0.58,0.89,-6.10,-6.97
8464,-7.32,0.80,1.11,-0.65,4.92
8468,1.29,1.19,2.11,0.56,1.73
8472,2.09,3.21,0.03,-9.08,0.70
8476,1.12,2.89,0.14,6.10,4.72
8480,0.79,-1.24,-3.41,2.96,3.44
8484,-1.17,-1.57,9.16,4.79,4.09
8488,6.08,6.12,5.95,-7.41,1.97
8492,5.39,4.89,4.94,-2.45,4.09
8496,8.09,0.93,10.95,0.80,14.02
8500,13.75,19.06,14.59,2.85,13.51
8504,18.98,18.10,24.78,10.52,25.09
8508,23.43,22.76,31.53,-3.99,41.15
8512,16.01,-4.21,15.48,15.76,57.35
8516,-48.69,-56.58,-77.83,16.79,-9.15
8520,-130.47,-115.05,-125.37,-31.94,-103.82
8524,9.39,5.67,-29.67,-74.28,-129.31
8528,28.20,25.08,41.17,13.31,-95.74
8532,21.36,20.91,34.59,20.28,54.42
8536,15.55,17.18,24.19,15.15,55.81
8540,10.91,15.12,12.70,-0.26,39.50
8544,3.57,7.23,7.98,7.83,-1.58
8548,-0.69,-1.41,6.21,-5.79,19.99
8552,1.67,4.65,-4.16,6.79,11.58
8556,2.83,0.47,4.29,7.79,9.59
8560,2.71,0.03,-0.68,-1.15,5.08
8564,-2.68,-3.17,-2.75,-2.74,-0.70
8568,1.45,-9.62,-2.63,1.12,-0.96
8572,-2.36,-2.20,-1.22,-0.75,3.98
8576,-0.52,4.22,-0.07,6.54,4.95
8580,0.49,5.25,6.66,-3.66,4.65
8584,-0.90,-0.26,6.82,1.29,-12.49
8588,3.72,-2.47,-5.33,0.91,5.13
8592,0.72,1.43,-7.13,-5.68,1.57
8596,1.52,-8.06,3.71,-5.48,-7.07
8600,0.04,-1.16,4.08,3.35,-0.37
8604,1.45,-3.11,-1.73,-11.41,-1.50
8608,-2.25,0.05,2.41,4.20,8.32
8612,-1.34,5.91,3.23,7.23,-7.28
8616,-0.34,-2.34,-2.33,-7.92,1.55
8620,-0.90,-5.71,1.46,6.34,-4.41
8624,1.63,0.37,-0.05,-0.56,2.29
8628,-1.18,3.54,-0.93,-6.82,-4.69
8632,1.08,2.07,2.62,8.30,4.53
8636,-0.14,-6.91,-7.80,-1.38,5.21
8640,-0.48,3.76,5.59,-6.68,0.08
8644,-2.04,0.75,2.44,5.77,-0.31
8648,2.27,-4.93,-8.58,1.87,2.50
8652,-0.17,0.08,1.23,0.53,2.15
8656,1.35,-0.64,-0.75,1.56,-0.52
8660,-1.23,-0.55,3.33,8.45,4.46
8664,2.42,-0.03,-1.22,1.59,-7.01
8668,0.67,-0.28,1.14,-8.56,-1.46
8672,-0.18,3.07,-2.71,-1.63,-6.12
8676,-3.60,2.72,3.04,1.05,5.52
8680,-2.49,2.72,2.61,7.49,0.27
8684,1.67,0.08,-1.51,7.83,1.76
8688,1.27,2.41,-1.69,-17.76,1.97
8692,3.60,-2.24,1.24,2.94,1.54
8696,1.89,-0.41,1.05,-4.14,-1.43
8700,0.63,-3.95,0.43,5.69,-5.44
8704,-10.51,2.57,-3.58,1.34,4.02
8708,2.73,-2.52,-5.69,5.70,-2.23
8712,1.10,0.47,4.98,4.62,3.45
8716,0.52,3.09,1.17,-13.75,0.76
8720,0.93,0.99,1.39,-4.01,-3.39
8724,1.64,-1.17,4.25,7.90,-10.47
8728,-3.48,4.82,2.87,1.59,4.40
8732,0.86,2.75,10.58,-2.74,-3.91
8736,2.28,-2.08,3.85,-1.29,5.73
8740,0.84,-1.21,9.82,6.77,6.92
8744,1.45,2.83,-24.44,2.23,2.41
8748,-0.10,1.15,-32.11,-4.03,4.94
8752,-0.94,1.18,11.62,3.43,-3.50
8756,3.68,-3.34,2.41,7.20,-5.62
8760,-3.85,4.06,12.45,-0.30,2.74
8764,-0.30,0.47,-3.46,3.31,-4.09
8768,2.71,-3.52,-6.12,-0.80,-0.91
8772,1.97,0.80,6.26,6.83,3.78
8776,1.38,5.66,-2.09,-10.55,-2.45
8780,3.79,2.34,4.24,-1.51,-11.43
8784,4.81,1.94,4.11,-7.69,2.53
8788,-1.29,-9.25,4.01,1.84,1.72
8792,-1.63,-0.99,-13.29,3.19,5.10
8796,-4.53,3.56,2.40,5.85,6.87
8800,4.78,-1.28,11.64,3.53,3.63
8804,-2.72,-11.82,4.11,2.58,-0.21
8808,2.96,-0.50,-19.33,5.47,2.67
8812,-2.18,1.78,-24.47,-12.30,4.15
8816,5.91,1.70,12.00,-1.88,-5.35
8820,-9.91,1.71,7.71,3.43,1.93
8824,4.36,-1.54,-6.32,-10.72,1.50
8828,0.19,-3.34,2.20,3.24,5.89
8832,2.62,3.63,6.93,1.27,-0.20
8836,-2.92,-0.28,13.91,3.37,4.12
8840,-2.87,1.45,5.39,-4.85,1.13
8844,4.36,-2.74,7.16,2.09,3.63
8848,-1.45,-0.21,10.70,-0.09,2.04
8852,-3.90,-2.57,5.48,6.43,2.28
8856,-1.36,2.39,-34.88,2.74,4.19
8860,0.18,-2.09,-18.85,-11.25,3.54
8864,0.67,-3.20,12.55,1.12,1.00
8868,-0.81,1.52,7.88,3.85,-6.53
8872,3.64,2.69,5.29,4.15,-32.48
8876,5.89,3.36,8.21,-3.35,10.11
8880,3.47,5.21,4.38,-2.24,5.53
8884,10.74,13.26,10.76,4.05,15.98
8888,20.64,16.80,17.85,10.91,19.87
8892,29.16,21.97,25.30,12.41,33.90
8896,33.83,15.08,31.72,14.79,38.76
8900,19.67,37.60,38.25,15.86,60.00
8904,-12.52,-6.70,-16.03,10.58,4.14
8908,-146.35,-136.53,-149.82,-34.66,-114.69
8912,-99.23,-83.80,-78.43,-93.35,-139.40
8916,7.45,24.65,18.39,8.86,-120.86
8920,39.73,35.44,14.32,21.74,48.68
8924,30.85,26.95,24.68,17.78,58.69
8928,23.99,14.90,30.99,13.21,43.81
8932,16.25,12.09,19.64,5.60,15.95
8936,7.69,6.83,13.35,11.86,17.83
8940,6.98,1.46,5.73,2.15,-0.33
8944,-0.57,2.64,-24.22,2.24,11.73
8948,0.58,3.80,5.54,2.02,-9.53
8952,3.15,3.74,8.03,0.33,-4.15
8956,-2.82,3.31,0.95,2.40,-3.92
8960,1.60,-23.18,-38.43,-0.83,-0.59
8964,0.66,6.38,20.73,-3.62,3.95
8968,1.28,7.45,20.08,5.00,7.15
8972,-0.53,2.42,14.33,7.29,4.61
8976,-0.80,1.09,-28.07,6.68,5.15
8980,2.29,2.92,11.27,-4.79,5.56
8984,-1.60,-3.63,-15.96,-5.63,-1.78
8988,2.57,0.91,-22.54,3.94,-2.50
8992,2.99,-6.91,-15.07,-3.71,-5.43
8996,-3.24,0.54,19.70,-1.90,-9.66
9000,-0.17,-2.62,12.14,-21.08,-1.00
9004,3.77,1.48,5.46,2.42,3.44
9008,-9.79,4.33,-11.99,-11.01,5.55
9012,4.51,4.83,11.53,4.88,4.29
9016,2.99,-0.06,7.02,7.78,3.00
9020,5.02,2.96,-3.09,4.00,-1.46
9024,4.20,2.50,15.07,-17.61,-7.45
9028,1.05,0.97,12.62,5.33,5.44
9032,2.09,2.59,17.67,2.08,-4.50
9036,-2.59,-4.76,1.18,2.18,7.20
9040,-2.18,-7.30,-82.01,-2.23,0.89
9044,3.90,2.33,12.80,2.13,-13.32
9048,5.42,1.69,11.68,-0.18,-1.10
9052,6.66,-6.34,9.95,-5.78,-4.26
9056,8.93,-4.75,-2.16,4.09,-10.26
9060,-20.46,3.92,-0.53,0.21,8.59
9064,-14.81,6.37,2.87,1.68,5.70
9068,4.98,5.65,1.32,-0.55,3.65
9072,12.77,-0.63,12.52,2.65,3.97
9076,-18.17,-3.77,9.92,1.48,-6.60
9080,2.17,3.69,-1.87,7.71,5.79
9084,8.58,-4.39,3.86,2.67,-10.39
9088,-18.87,-4.67,-7.00,-18.99,-3.73
9092,1.36,1.62,-4.11,-2.10,-2.47
9096,1.61,1.22,3.10,6.90,-17.81
9100,3.65,-1.79,1.93,1.81,2.54
9104,5.46,-0.71,-7.57,3.33,7.79
9108,-9.31,-1.49,2.70,3.36,7.62
9112,-0.69,5.58,11.17,2.34,7.13
9116,-1.18,2.71,10.19,3.26,0.85
9120,0.61,-1.53,4.38,0.25,0.00
9124,2.32,-1.45,-18.62,-11.55,-3.28
9128,2.50,-7.80,-7.05,5.03,3.60
9132,-2.50,-1.97,0.55,-1.39,-10.58
9136,-6.17,2.16,-0.71,-1.28,-1.79
9140,-1.25,2.65,-0.23,-1.18,4.42
9144,5.27,-1.48,-9.34,-0.25,4.74
9148,2.80,-1.70,6.33,-1.08,-7.86
9152,6.34,3.04,-3.44,4.45,-9.62
9156,0.83,3.83,1.15,6.65,4.44
9160,-25.15,4.33,3.61,7.40,7.65
9164,2.74,-5.94,0.71,5.14,-1.25
9168,5.38,2.23,0.78,-34.45,-4.74
9172,-0.07,1.91,1.64,5.36,3.28
9176,1.48,-1.75,0.48,7.93,2.71
9180,-2.77,3.01,0.92,-9.96,0.73
9184,1.17,-6.98,1.97,-4.05,1.34
9188,3.58,1.89,-1.59,5.38,-14.85
9192,1.41,4.94,5.36,3.40,0.24
9196,-1.80,2.11,4.20,-8.81,10.03
9200,0.79,-1.88,7.10,-1.46,-5.84
9204,1.30,0.39,-24.59,8.46,-3.02
9208,-0.02,2.90,-2.22,3.37,-3.03
9212,1.28,2.51,1.59,-2.65,-4.00
9216,-0.74,-17.73,6.20,-2.99,1.25
9220,-1.50,-3.40,6.03,6.80,7.20
9224,1.30,3.67,2.91,-8.34,-12.84
9228,-1.26,2.51,-15.17,5.96,-1.19
9232,-0.48,-0.43,2.49,0.53,-0.06
9236,0.00,-14.54,3.95,-4.02,4.00
9240,-1.93,3.11,-3.77,-0.68,4.20
9244,2.17,-0.37,-6.99,-6.57,-0.36
9248,0.49,3.80,-2.05,4.85,0.49
9252,2.80,5.61,8.69,6.25,7.24
9256,-0.25,6.42,6.47,2.96,4.14
9260,-4.24,2.72,3.20,-1.63,2.95
9264,4.69,-0.39,1.83,-8.08,-17.63
9268,7.81,-0.03,-5.58,0.25,11.62
9272,6.53,9.44,3.11,2.88,18.53
9276,9.82,0.73,21.27,10.73,20.30
9280,20.20,19.33,30.15,4.05,34.74
9284,28.76,18.35,32.60,4.16,47.17
9288,32.76,28.97,35.89,18.38,62.66
9292,-44.39,-7.00,-30.20,2.97,-67.49
9296,-139.75,-141.06,-134.86,-83.21,-124.99
9300,-29.32,-18.23,-84.18,1.15,-121.01
9304,4.04,7.65,-13.53,2.64,-67.89
9308,29.80,19.65,34.73,4.55,51.49
9312,24.46,19.91,36.78,14.82,49.82
9316,17.15,11.87,22.07,5.43,30.52
9320,10.89,8.73,12.55,3.92,19.76
9324,7.70,2.49,13.53,0.81,19.45
9328,6.63,2.75,3.98,-3.62,7.23
9332,1.66,-4.00,6.30,4.42,0.88
9336,-6.47,2.30,-1.78,-0.36,5.90
9340,-2.44,-1.36,5.81,-3.03,4.78
9344,-0.75,-2.72,-12.60,-0.12,2.00
9348,0.88,-1.11,6.17,-8.58,4.06
9352,2.70,2.79,-1.33,-2.63,-2.13
9356,2.64,-6.95,1.65,6.52,6.49
9360,1.56,3.16,4.60,9.37,-5.58
9364,0.81,2.90,3.05,-5.31,-1.26
9368,-4.63,1.85,1.55,7.03,-0.43
9372,-0.74,-0.94,-5.87,-3.07,1.70
9376,3.25,-5.43,2.29,-9.28,4.37
9380,-4.16,1.87,-4.67,-11.40,3.99
9384,-0.21,0.75,-2.49,-3.74,8.81
9388,1.66,2.76,-5.42,0.34,5.35
9392,-1.38,-1.45,-2.85,-1.20,-19.46
9396,2.22,4.84,6.44,-0.05,2.65
9400,2.75,1.65,0.46,3.81,6.24
9404,3.37,5.91,2.18,1.92,0.03
9408,-0.76,-0.77,-12.16,1.10,-4.01
9412,-2.65,-8.67,-1.02,-12.55,3.24
9416,-2.92,2.89,7.00,2.84,-3.18
9420,-0.54,6.74,-3.31,5.16,-3.37
9424,0.03,6.24,-25.79,3.00,-0.07
9428,-1.54,5.90,4.19,0.39,0.65
9432,1.14,-10.80,2.65,-16.96,-6.45
9436,5.35,1.86,0.22,3.54,-12.81
9440,-3.28,3.04,-5.24,-2.05,6.75
9444,2.28,-8.22,3.40,-9.98,2.99
9448,-0.51,5.40,3.20,-4.44,1.17
9452,2.04,3.34,1.41,-10.07,-1.14
9456,0.84,0.53,3.96,6.98,2.41
9460,-0.33,-2.29,0.78,11.46,6.32
9464,-0.03,0.59,2.79,-2.09,5.96
9468,2.03,-1.38,2.82,0.99,2.07
9472,0.46,-1.78,2.58,-7.92,-8.79
9476,0.82,2.24,-6.45,0.31,-1.95
9480,2.91,-0.58,-4.19,2.93,-2.42
9484,3.43,0.41,0.18,0.74,1.31
9488,-7.80,-1.56,3.51,-2.26,-3.23
9492,-1.00,1.04,-0.63,1.50,0.99
9496,-1.04,-3.99,-1.01,5.77,-4.55
9500,4.12,-0.19,5.30,-3.29,9.72
9504,0.60,-2.65,3.98,4.50,3.30
9508,-0.03,0.59,3.62,7.77,0.21
9512,1.25,-1.38,3.69,1.74,0.42
9516,1.98,-0.53,-5.35,-7.87,-2.98
9520,-4.72,5.28,-3.98,-7.25,2.56
9524,3.93,0.36,-1.95,2.42,4.39
9528,-4.95,-0.11,-0.69,2.04,6.31
9532,3.26,0.46,0.05,-1.16,-5.82
9536,-1.91,4.54,3.77,6.58,7.14
9540,-2.89,4.11,-1.99,3.76,2.38
